7306.40.00,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","Other, welded, of circular cross-section, of stainless steel"
7306.50.00,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","Other, welded, of circular cross-section, of other alloy steel"
7306.61.00,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","Other, welded, of non-circular cross-section: Of square or rectangular cross-section"
7306.69.00,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.","Other, welded, of non-circular cross-section: Of other non-circular cross-section"
7306.90.00,"Other tubes, pipes and hollow profiles (for example, open seam or welded, riveted or similarly closed), of iron or steel.",Other
7307.21.00,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","Other, of stainless steel: Flanges"
7307.22.00,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","Other, of stainless steel: Threaded elbows, bends and sleeves"
7307.23.00,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","Other, of stainless steel: Butt welding fittings"
7307.29.10,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","Other, of stainless steel: Other: To be employed in pneumatically breaking down the working face of a mine in mining, quarrying or developing mineral deposits"
7307.29.20,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","Other, of stainless steel: Other: For installation between the wellhead assembly or surface oil pumping unit and the field marketing valve at oil or natural gas wells"
7307.29.91,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","Other, of stainless steel: Other: Other: Not further worked than forged or bent to shape"
7307.29.99,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","Other, of stainless steel: Other: Other: Other"
7307.91.00,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.",Other: Flanges
7307.92.00,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.","Other: Threaded elbows, bends and sleeves"
7307.93.00,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.",Other: Butt welding fittings
7307.99.00,"Tube or pipe fittings (for example, couplings, elbows, sleeves), of iron or steel.",Other: Other
7308.10.00,"Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel.",Bridges and bridge-sections
7308.20.00,"Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel.",Towers and lattice masts
7308.30.00,"Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel.","Doors, windows and their frames and thresholds for doors"
7308.40.00,"Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel.","Equipment for scaffolding, shuttering, propping or pit-propping"
7308.90.00,"Structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, lock-gates, towers, lattice masts, roofs, roofing frame-works, doors and windows and their frames and thresholds for doors, shutters, balustrades, pillars and columns), of iron or steel; plates, rods, angles, shapes, sections, tubes and the like, prepared for use in structures, of iron or steel.",Other
7309.00.00,"Reservoirs, tanks, vats and similar containers for any material (other than compressed or liquefied gas), of iron or steel, of a capacity exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",
7310.10.00,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",Of a capacity of 50 litres or more
7310.21.00,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",Of a capacity of less than 50 litres: Cans which are to be closed by soldering or crimping
7310.29.00,"Tanks, casks, drums, cans, boxes and similar containers, for any material (other than compressed or liquefied gas), of iron or steel, of a capacity not exceeding 300 litres, whether or not lined or heat-insulated, but not fitted with mechanical or thermal equipment.",Of a capacity of less than 50 litres: Other
7311.00.00,"Containers for compressed or liquefied gas, of iron or steel.",
7312.10.00,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.","Stranded wire, ropes and cables"
7312.90.00,"Stranded wire, ropes, cables, plaited bands, slings and the like, of iron or steel, not electrically insulated.",Other
7313.00.00,"Barbed wire of iron or steel; twisted hoop or single flat wire, barbed or not, and loosely twisted double wire, of a kind used for fencing, of iron or steel.",
7314.12.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","Woven cloth: Endless bands for machinery, of stainless steel"
7314.14.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","Woven cloth: Other woven cloth, of stainless steel"
7314.19.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.",Woven cloth: Other
7314.20.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","Grill, netting and fencing, welded at the intersection, of wire with a maximum cross-sectional dimension of 3 mm or more and having a mesh size of 100 cm2 or more"
7314.31.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","Other grill, netting and fencing, welded at the intersection: Plated or coated with zinc"
7314.39.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","Other grill, netting and fencing, welded at the intersection: Other"
7314.41.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","Other cloth, grill, netting and fencing: Plated or coated with zinc"
7314.42.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","Other cloth, grill, netting and fencing: Coated with plastics"
7314.49.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.","Other cloth, grill, netting and fencing: Other"
7314.50.00,"Cloth (including endless bands), grill, netting and fencing, of iron or steel wire; expanded metal of iron or steel.",Expanded metal
7315.11.00,"Chain and parts thereof, of iron or steel.",Articulated link chain and parts thereof: Roller chain
7315.12.00,"Chain and parts thereof, of iron or steel.",Articulated link chain and parts thereof: Other chain
7315.19.00,"Chain and parts thereof, of iron or steel.",Articulated link chain and parts thereof: Parts
7315.20.00,"Chain and parts thereof, of iron or steel.",Skid chain
7315.81.00,"Chain and parts thereof, of iron or steel.",Other chain: Stud-link
7315.82.00,"Chain and parts thereof, of iron or steel.","Other chain: Other, welded link"
7315.89.00,"Chain and parts thereof, of iron or steel.",Other chain: Other
7315.90.00,"Chain and parts thereof, of iron or steel.",Other parts
7316.00.10,"Anchors, grapnels and parts thereof, of iron or steel.",Of a weight of 18 kg or more
7316.00.20,"Anchors, grapnels and parts thereof, of iron or steel.",Of a weight of less than 18 kg
7317.00.00,"Nails, tacks, drawing pins, corrugated nails, staples (other than those of heading 83.05) and similar articles, of iron or steel, whether or not with heads of other material, but excluding such articles with heads of copper.",
7318.11.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Threaded articles: Coach screws
7318.12.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Threaded articles: Other wood screws
7318.13.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Threaded articles: Screw hooks and screw rings
7318.14.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Threaded articles: Self-tapping screws
7318.15.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.","Threaded articles: Other screws and bolts, whether or not with their nuts or washers"
7318.16.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Threaded articles: Nuts
7318.19.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Threaded articles: Other
7318.21.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Non-threaded articles: Spring washers and other lock washers
7318.22.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Non-threaded articles: Other washers
7318.23.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Non-threaded articles: Rivets
7318.24.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Non-threaded articles: Cotters and cotter-pins
7318.29.00,"Screws, bolts, nuts, coach screws, screw hooks, rivets, cotters, cotter-pins, washers (including spring washers) and similar articles, of iron or steel.",Non-threaded articles: Other
7319.40.10,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.",Safety pins and other pins: Specially designed for marking systems
7319.40.90,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.",Safety pins and other pins: Other
7319.90.10,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.","Other: Sewing, darning or embroidery needles"
7319.90.90,"Sewing needles, knitting needles, bodkins, crochet hooks, embroidery stilettos and similar articles, for use in the hand, of iron or steel; safety pins and other pins of iron or steel, not elsewhere specified or included.",Other: Other
7320.10.00,"Springs and leaves for springs, of iron or steel.",Leaf-springs and leaves therefor
7320.20.00,"Springs and leaves for springs, of iron or steel.",Helical springs
7320.90.00,"Springs and leaves for springs, of iron or steel.",Other
7321.90.10,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","Parts: Cast iron grilles, of a weight not exceeding 3 kg, not further worked than as cast, cut and ground, for use in the manufacture of finished grilles for non-industrial non-portable stoves or ranges, for gas fuel or for both gas or other fuels; For appliances, excluding cooking appliances and plate warmers; For cooking appliances and plate warmers for gas fuel or for both gas and other fuels, excluding non-portable stoves or ranges (including those specially designed for use on boats)"
7321.90.21,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Cooking chambers"
7321.90.22,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Top surface panels"
7321.90.23,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Door assemblies, incorporating at least two of the following: inner panel, outer panel, window, insulation"
7321.90.24,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Oven pilot burners, top burners of other than cast iron, oven burners and lighter cones, for use in the manufacture of ranges"
7321.90.29,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.","Parts: For non-portable stoves or ranges (including those specially designed for use on boats), for gas fuel or for both gas or other fuels: Other"
7321.90.90,"Stoves, ranges, grates, cookers (including those with subsidiary boilers for central heating), barbecues, braziers, gas-rings, plate warmers and similar non-electric domestic appliances, and parts thereof, of iron or steel.",Parts: Other
7322.11.00,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.",Radiators and parts thereof: Of cast iron
7322.19.00,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.",Radiators and parts thereof: Other
7322.90.10,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.",Other: For heating buildings
7322.90.20,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.","Other: Process air heaters; Switch heaters and sensing heads (hot air and oil fired), horizontal air curtains, for railway tracks"
7322.90.90,"Radiators for central heating, not electrically heated, and parts thereof, of iron or steel; air heaters and hot air distributors (including distributors which can also distribute fresh or conditioned air), not electrically heated, incorporating a motor-driven fan or blower, and parts thereof, of iron or steel.",Other: Other
7323.10.00,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.","Iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like"
7323.91.00,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.","Other: Of cast iron, not enamelled"
7323.92.00,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.","Other: Of cast iron, enamelled"
7323.93.10,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.",Other: Of stainless steel: Parts for use in the manufacture of cookware
7323.93.90,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.",Other: Of stainless steel: Other
7323.94.00,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.","Other: Of iron (other than cast iron) or steel, enamelled"
7323.99.00,"Table, kitchen or other household articles and parts thereof, of iron or steel; iron or steel wool; pot scourers and scouring or polishing pads, gloves and the like, of iron or steel.",Other: Other
7324.10.00,"Sanitary ware and parts thereof, of iron or steel.","Sinks and wash basins, of stainless steel"
7324.21.00,"Sanitary ware and parts thereof, of iron or steel.","Baths: Of cast iron, whether or not enamelled"
7324.29.10,"Sanitary ware and parts thereof, of iron or steel.","Baths: Other: Stampings and assemblies thereof, for use in the manufacture of bath tubs"
7324.29.90,"Sanitary ware and parts thereof, of iron or steel.",Baths: Other: Other
7324.90.00,"Sanitary ware and parts thereof, of iron or steel.","Other, including parts"
7325.10.00,Other cast articles of iron or steel.,Of non-malleable cast iron
7325.91.00,Other cast articles of iron or steel.,Other: Grinding balls and similar articles for mills
7325.99.10,Other cast articles of iron or steel.,"Other: Other: The following, to be employed in the exploration, discovery, development, maintenance, testing, depletion or production of oil or natural gas wells or potash or rock salt deposits:

Flanged casing heads;
Screwed casing heads for surface casings of an external diameter exceeding 273 mm, or rated for service in working pressures exceeding 14 MPa W.O.G. (water, oil, gas)"
7325.99.91,Other cast articles of iron or steel.,Other: Other: Other: In the rough
7325.99.99,Other cast articles of iron or steel.,Other: Other: Other: Other
7326.11.00,Other articles of iron or steel.,"Forged or stamped, but not further worked: Grinding balls and similar articles for mills"
7326.19.10,Other articles of iron or steel.,"Forged or stamped, but not further worked: Other: Flanged wellhead tubing heads and flanged casing head spools, in the rough, for use in the manufacture of wellhead tubing heads or casing head spools, rated for service in working pressures exceeding 14 MPa W.O.G. (water, oil, gas), to be employed in the exploration, discovery, development, maintenance, testing, depletion or production of oil or natural gas wells; Wick sustainers for use in the manufacture of candles"
7326.19.90,Other articles of iron or steel.,"Forged or stamped, but not further worked: Other: Other"
7326.20.00,Other articles of iron or steel.,Articles of iron or steel wire
7326.90.10,Other articles of iron or steel.,"Other: Couplings for sucker rods, pony rods or polished rods for oilfield related pumps; Fishing tools and parts thereof to be employed in the exploration, discovery, development, maintenance, testing, depletion or production of oil or natural gas wells or for drilling machinery employed in the exploration, discovery, development or operation of potash or rock salt deposits; For climbing or mountaineering; For keeping nets open and swivels, to be employed in commercial fishing or in the commercial harvesting of marine plants; For use in the manufacture of detectors for propane or other toxic fumes; For use in the manufacture of fire fighting vehicles; For use in the manufacture of goods of Section XVI or of Chapter 73, such goods being used in the recovery or production of crude oil from shales, oil-sands or tar-sands; For use in the manufacture or repair of engines or parts thereof for commercial fishing vessels; Forged steel clevis hooks and eye hooks for use in the manufacture of debris chutes; Identification bands for migratory birds; Pitless well heads and parts thereof; Reusable containers, specially designed to be employed in the transportation of motor vehicle components which are free of customs duties, presented with the goods therein; Seat post clamps and cable hangers for use in the manufacture of unicycles, bicycles or tricycles; Semi-elliptical heads, of an external diameter of either 609.6 mm or 762 mm, to specification ASTM A455, for use in air compressor tanks; Snap hooks of forged steel, zinc plated, 12.5 cm to 23 cm in length, for use in the manufacture of debris chutes and chute hoists; Steel stanchions for confining livestock either in pens or individually; The following to be employed in the exploration, discovery, development, maintenance, testing, depletion or production of oil or natural gas wells or potash or rock salt deposits:

Flanged casing heads; Screwed casing heads for surface casings of an external diameter exceeding 273 mm, or rated for service in working pressures exceeding 14 MPa W.O.G. (water, oil, gas); Well packers and parts thereof; To be employed in the processing, storing or insemination of animal semen; Tracks for use in the manufacture of skid steer loaders; Vacuum evaporator masks, of stainless steel, having a 90% front etch and 10% back etch, for the production of photo cells; Wick sustainers for use in the manufacture of candles"
7326.90.90,Other articles of iron or steel.,Other: Other
7601.10.00,Unwrought aluminum.,"Aluminum, not alloyed"
7601.20.00,Unwrought aluminum.,Aluminum alloys
7604.10.00,"Aluminum bars, rods and profiles.","Of aluminum, not alloyed"
7604.21.00,"Aluminum bars, rods and profiles.",Of aluminum alloys: Hollow profiles
7604.29.00,"Aluminum bars, rods and profiles.",Of aluminum alloys: Other
7605.11.00,Aluminum wire.,"Of aluminum, not alloyed: Of which the maximum cross-sectional dimension exceeds 7 mm"
7605.19.00,Aluminum wire.,"Of aluminum, not alloyed: Other"
7605.21.00,Aluminum wire.,Of aluminum alloys: Of which the maximum cross-sectional dimension exceeds 7 mm
7605.29.00,Aluminum wire.,Of aluminum alloys: Other
7606.11.00,"Aluminum plates, sheets and strip, of a thickness exceeding 0.2 mm.","Rectangular (including square): Of aluminum, not alloyed"
7606.12.00,"Aluminum plates, sheets and strip, of a thickness exceeding 0.2 mm.",Rectangular (including square): Of aluminum alloys
7606.91.00,"Aluminum plates, sheets and strip, of a thickness exceeding 0.2 mm.","Other: Of aluminum, not alloyed"
7606.92.00,"Aluminum plates, sheets and strip, of a thickness exceeding 0.2 mm.",Other: Of aluminum alloys
7607.11.00,"Aluminum foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm.",Not backed: Rolled but not further worked
7607.19.00,"Aluminum foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm.",Not backed: Other
7607.20.00,"Aluminum foil (whether or not printed or backed with paper, paperboard, plastics or similar backing materials) of a thickness (excluding any backing) not exceeding 0.2 mm.",Backed
7608.10.00,Aluminum tubes and pipes.,"Of aluminum, not alloyed"
7608.20.00,Aluminum tubes and pipes.,Of aluminum alloys
7609.00.00,"Aluminum tube or pipe fittings (for example, couplings, elbows, sleeves).",
7610.10.00,"Aluminum structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balustrades, pillars and columns); aluminum plates, rods, profiles, tubes and the like, prepared for use in structures.","Doors, windows and their frames and thresholds for doors"
7610.90.10,"Aluminum structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balustrades, pillars and columns); aluminum plates, rods, profiles, tubes and the like, prepared for use in structures.",Other: For use in Canadian manufactures
7610.90.90,"Aluminum structures (excluding prefabricated buildings of heading 94.06) and parts of structures (for example, bridges and bridge-sections, towers, lattice masts, roofs, roofing frameworks, doors and windows and their frames and thresholds for doors, balustrades, pillars and columns); aluminum plates, rods, profiles, tubes and the like, prepared for use in structures.",Other: Other
7614.10.00,"Stranded wire, cables, plaited bands and the like, of aluminum, not electrically insulated.",With steel core
7614.90.00,"Stranded wire, cables, plaited bands and the like, of aluminum, not electrically insulated.",Other
7615.10.00,"Table, kitchen or other household articles and parts thereof, of aluminum; pot scourers and scouring or polishing pads, gloves and the like, of aluminum; sanitary ware and parts thereof, of aluminum.","Table, kitchen or other household articles and parts thereof; pot scourers and scouring or polishing pads, gloves and the like"
7615.20.00,"Table, kitchen or other household articles and parts thereof, of aluminum; pot scourers and scouring or polishing pads, gloves and the like, of aluminum; sanitary ware and parts thereof, of aluminum.",Sanitary ware and parts thereof
7616.10.00,Other articles of aluminum.,"Nails, tacks, staples (other than those of heading 83.05), screws, bolts, nuts, screw hooks, rivets, cotters, cotter-pins, washers and similar articles"
7616.99.10,Other articles of aluminum.,"Other: Other: Cups for use in the manufacture of candles; Ferrules for use in the manufacture of pencils; Fish egg incubators and parts thereof; For climbing or mountaineering; Identification bands for migratory birds;
Pigeon countermark leg bands; To be employed in the manufacture of sera, antisera, toxoids, viruses, toxins or antitoxins, virus or bacterial vaccines, bacteriophage or bacterial lysates, allergenics, liver extracts, pituitary extracts, epinephrine or its solutions, insulin (with or without zinc, globin or protamine), and blood plasma or serum of human origin, or fractions thereof, or extenders or substitutes therefor"
7616.99.90,Other articles of aluminum.,Other: Other: Other
8201.10.10,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.",Spades and shovels: Heads for use in the manufacture or production of spades and shovels
8201.10.90,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.",Spades and shovels: Other
8201.30.10,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Mattocks, picks, hoes and rakes: Heads for use in the manufacture or production of mattocks, picks, hoes or rakes; Mattocks and picks for climbing or mountaineering"
8201.30.90,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Mattocks, picks, hoes and rakes: Other"
8201.40.10,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Axes, bill hooks and similar hewing tools: For climbing or mountaineering; Heads for use in the manufacture or production of axes, bill hooks and similar hewing tools"
8201.40.90,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Axes, bill hooks and similar hewing tools: Other"
8201.50.00,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.",Secateurs and similar one-handed pruners and shears (including poultry shears)
8201.60.10,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Hedge shears, two-handed pruning shears and similar two-handed shears: Pruning shears"
8201.60.90,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Hedge shears, two-handed pruning shears and similar two-handed shears: Other"
8201.90.10,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Other hand tools of a kind used in agriculture, horticulture or forestry: Post-hole diggers; Pruning hooks"
8201.90.21,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Other hand tools of a kind used in agriculture, horticulture or forestry: Forks: Forged, for use in the manufacture of pronged forks"
8201.90.29,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Other hand tools of a kind used in agriculture, horticulture or forestry: Forks: Other"
8201.90.91,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Other hand tools of a kind used in agriculture, horticulture or forestry: Other: Heads for use in the manufacture or production of other hand tools of a kind used in agriculture, horticulture or forestry"
8201.90.99,"Hand tools, the following : spades, shovels, mattocks, picks, hoes, forks and rakes; axes, bill hooks and similar hewing tools; secateurs and pruners of any kind; scythes, sickles, hay knives, hedge shears, timber wedges and other tools of a kind used in agriculture, horticulture or forestry.","Other hand tools of a kind used in agriculture, horticulture or forestry: Other: Other"
8202.20.00,"Hand saws; blades for saws of all kinds (including slitting, slotting or toothless saw blades).",Band saw blades
