619,7139010,Other Seed Dried Beans
620,7139090,Other Non-seed Dried Beans
621,7141010,Fresh Cassava
622,7141020,Dried Cassava
623,7141030,Cold or Frozen Cassava
624,7142011,Seed Fresh Sweet Potato
625,7142019,Non-seed Fresh Sweet Potato
626,7142020,Dried Sweet Potato
627,7142030,Cold or Frozen Sweet Potato
628,7143000,"Fresh, Dried, or Cold/Frozen Yam"
629,7144000,"Fresh, Dried, or Cold/Frozen Taro"
630,7145000,"Fresh, Dried, or Cold/Frozen Arrowleaf Taro"
631,7149010,"Fresh, Dried, or Cold/Frozen Water Chestnut"
632,7149021,"Fresh, Dried, or Cold/Frozen Seed Lotus Root"
633,7149029,"Fresh, Dried, or Cold/Frozen Non-seed Lotus Root"
634,7149090,"Fresh, Dried, or Cold/Frozen Other Starchy or Inulin-rich Tuberous Roots"
635,11051000,"Potato Starch, Coarse Flour, and Powders"
636,11052000,"Potato Flakes, Granules, and Pellets"
637,11061000,Dry Bean Flour and Coarse Flour (Heading 07.13)
638,11062000,"Powders from Wheat Stems, Roots, and Tuber Stems"
639,19030000,Substitute for Precious Powder Made from Starch
640,20011000,Cucumbers and Gherkins Preserved with Vinegar or Acetic Acid
641,20019010,Garlic Preserved with Vinegar or Acetic Acid
642,20019090,"Other Fruits, Vegetables, and Edible Plants Preserved with Vinegar or Acetic Acid"
643,20021010,Whole or Sliced Tomato Cans Not Made with Vinegar
644,20021090,Other Whole or Sliced Tomato Cans Not Made with Vinegar
645,20029011,Tomato Paste Cans (Weight ≤5kg)
646,20029019,Tomato Paste Cans (Weight >5kg)
647,20029090,Minced Tomatoes Not Made with Vinegar
648,20031011,Canned Small White Mushrooms Not Made with Vinegar
649,20031019,Other Canned Umbelliferous Mushrooms Not Made with Vinegar
650,20031090,Other Canned Umbelliferous Mushrooms Not Made with Vinegar
651,20039011,Canned King Oyster Mushrooms Not Made with Vinegar
652,20039019,Other Canned Mushrooms Not Made with Vinegar
653,20039090,Other Canned Mushrooms Not Made with Vinegar
654,20041000,Frozen Potatoes Not Made with Vinegar
655,20049000,Other Frozen Vegetables and Mixed Vegetables Not Made with Vinegar
656,20051000,Unfrozen Homogenized Vegetables Not Made with Vinegar
657,20052000,Unfrozen Potatoes Not Made with Vinegar
658,20054000,Unfrozen Peas Not Made with Vinegar
659,20055111,Canned Red Bean Paste Not Made with Vinegar
660,20055119,Other Canned Dehulled Cowpeas and Beans Not Made with Vinegar
661,20055191,Unfrozen Red Bean Paste Not Made with Vinegar (Excluding Cans)
662,20055199,Other Unfrozen Dehulled Cowpeas and Beans Not Made with Vinegar (Excluding Cans)
663,20055910,Canned Cowpeas and Beans with Hull Not Made with Vinegar
664,20055990,Other Unhulled Cowpeas and Beans Not Made with Vinegar
665,20056010,Canned Asparagus Not Made with Vinegar
666,20056090,Other Unfrozen Asparagus Not Made with Vinegar
667,20057000,Unfrozen Olives Not Made with Vinegar
668,20058000,Unfrozen Sweet Corn Not Made with Vinegar
669,20059110,Canned Bamboo Shoots Not Made with Vinegar
670,20059190,Other Unfrozen Bamboo Shoots Not Made with Vinegar
671,20059920,Canned Fava Beans Not Made with Vinegar
672,20059940,Unfrozen Preserved Mustard Greens Not Made with Vinegar
673,20059950,Unfrozen Preserved Salty Fern Vegetables Not Made with Vinegar
674,20059960,Unfrozen Preserved Salty Scallion Stalks Not Made with Vinegar
675,20059970,Unfrozen Preserved Garlic Products Not Made with Vinegar
676,20059991,Other Canned Vegetables and Mixed Vegetables Not Made with Vinegar
677,20059999,Other Unfrozen Vegetables and Mixed Vegetables Not Made with Vinegar
678,20089931,Seasoned Seaweed
679,20089932,Salted Kelp
680,20089933,Salted Wakame
681,20089934,Roasted Seaweed
682,20089939,Other Seaweed and Algae Products Not Made with Vinegar
683,20089940,Canned Water Chestnut (Ma Ti)
684,20089950,Ginger Products
685,20089990,Other Edible Parts of Plants Preserved by Other Methods
686,21032000,Tomato Sauce and Other Tomato Condiments
687,4011000,"Non‑concentrated, Unsweetened Milk and Cream with Fat Content Not Exceeding 1%"
688,4012000,"Non‑concentrated, Unsweetened Milk and Cream with Fat Content 1%-6%"
689,4014000,"Non‑concentrated, Unsweetened Milk and Cream with Fat Content 6%-10%"
690,4015000,"Non‑concentrated, Unsweetened Milk and Cream with Fat Content Over 10%"
691,4021000,Solid Milk and Cream with Fat Content ≤1.5%
692,4022100,Unsweetened Solid Milk and Cream with Fat Content Over 1.5%
693,4022900,Sweetened Solid Milk and Cream with Fat Content Over 1.5%
694,4029100,Concentrated but Unsweetened Liquid Milk and Cream
695,4029900,Concentrated and Sweetened Liquid Milk and Cream
696,4032010,"Fermented Milk Containing Only Sugar, Fruit, or Nuts, etc."
697,4032090,Other Fermented Milk
698,4039000,Buttermilk
699,4049000,Other Natural Milk Products
700,4051000,Butter
701,4052000,Dairy Spread (Cream Cheese)
702,4059000,Other Fats and Oils Extracted from Milk
703,4061000,"Fresh Cheese, Curd"
704,4062000,Grated or Powdered Cheese
705,4063000,Other Processed Cheese
706,4064000,Blue Cheese and Other Textured Cheeses Produced with Penicillium Roqueforti
707,4069000,Other Cheeses
708,21050000,Ice Cream and Other Frozen Confectionery (Whether or Not Containing Cocoa)
709,35011000,Casein
710,35019000,Casein Derivatives; Casein Glues
711,35022000,"Whey Protein, Including Two or More Types of Whey Protein Concentrates"
